title,video_url,label,label_desc,channel
A million-dolar bussiness idea #inspiration #bussiness #woodworking #prosthetic #diy,https://www.youtube.com/watch?v=VVo9pPAAiVg,2,Entertainment,Viral Vibes
Working on your own devices is cool and all until you strip screws #shorts #shortsfeed #ytshorts,https://www.youtube.com/watch?v=o-s4-a_Gk7k,2,Entertainment,FIXEDcpr
Why Split Your Tongue? 😲,https://www.youtube.com/watch?v=qI-jqp2XSZo,2,Entertainment,ICONIC FACTS
Balamua Ke Balam | #Samar Singh | Balamuwa Ke Ballam | #Neha Raj | #Namrita Malla | Bhojpuri Song,https://www.youtube.com/watch?v=7OqzYsfvJuI,3,Music,VKT Music Team
https://www.youtube.com/watch?v=SiNJKXapjVA,https://www.youtube.com/watch?v=SiNJKXapjVA,4,Others,Unknown
Try these Best GNOME Extensions,https://www.youtube.com/watch?v=AllSHTrR6ro,1,Learning,NH Soft
Cutting Elements Periodic Table  Part -2 #bluebox,https://www.youtube.com/watch?v=reOoNwVs2sc,1,Learning,BLUE BOX
BCD to Excess-3 code converter Using PLA | BCD to Excess-3 code converter | PLA example,https://www.youtube.com/watch?v=_SPYOqtKlME,1,Learning,Techno Tutorials ( e-Learning)
PAN INDIA,https://music.youtube.com/watch?v=N79L_tEKzzc,4,Others,Guru Randhawa - Topic
Gaming On Linux - Everything You Need To Know ..,https://www.youtube.com/watch?v=BYIDoD8VdAw,1,Learning,Michael Horn
Lec-44|Reversing a string using stack,https://www.youtube.com/watch?v=nQAb_Af6HxQ,1,Learning,TWINKLE GARG
Theory of Automata & Formal Languages | Deterministic Finite Automaton (DFA)- Examples |AKTU Digital,https://www.youtube.com/watch?v=nGVKZ1ItipM,1,Learning,AKTU Digital Education
"🚀 🔥 Mastering Microservices: Spring boot, Spring Cloud and Keycloak In 7 Hours",https://www.youtube.com/watch?v=jdeSV0GRvwI,1,Learning,Ali Bouali
Smart things you'll see in Korea 🇰🇷,https://www.youtube.com/watch?v=fjUOrguxEck,2,Entertainment,Livin in Korea
https://www.youtube.com/watch?v=gIeIrPpB3Yc,https://www.youtube.com/watch?v=gIeIrPpB3Yc,4,Others,Unknown
🎓 Lucknow University Entrance Exam Result 2025 OUT! | What’s Next? Process & College List🔍📋,https://www.youtube.com/watch?v=xAePrIruRiU,4,Others,LU Update
Lec-24: Mealy to Moore Conversion with Example in Hindi,https://www.youtube.com/watch?v=_gazATZF0R8,1,Learning,Gate Smashers
Badnam,https://music.youtube.com/watch?v=Oy9FJVgrlb0,3,Music,Mankirt Aulakh - Topic
Khwabon Chahat Se Bhara Hai,https://music.youtube.com/watch?v=BHOvglQCtcg,3,Music,Apne - Topic
When a robot awakens its self - awareness #youtubeshorts,https://www.youtube.com/watch?v=QPSRFQmytH4,1,Learning,Movie and TV Impressions
Smoke and Goodbye,https://www.youtube.com/watch?v=qJtLZvhq-UQ,2,Entertainment,Dark Desire Lofi
YOU AND ME - SHUBH ( SLOWED + REVERB ) | @SHUBHWORLDWIDE | LOFI LINX ,https://music.youtube.com/watch?v=JufEMZb70Y0,3,Music,LOFI LINX 
Quantum Computing Course: 3.8 Shor's Algorithm,https://www.youtube.com/watch?v=5_56TXtFVK4,1,Learning,Quantum Soar
Yummiez Corn Cheese Square,https://www.youtube.com/watch?v=GE45rr1Ua2Q,2,Entertainment,Unknown
How to Force Your Brain to Crave Doing Hard Things,https://www.youtube.com/watch?v=8SCv88yriYs,2,Entertainment,RelentX
"Barbaadiyan (Full Video)| Shiddat |Sunny K,Radhika M |Sachet T,Nikhita G, Madhubanti B|Sachin -Jigar",https://www.youtube.com/watch?v=vJQMhj6WYZA,3,Music,T-Series
L-7.7: Unix Inode Structure with Numerical Example | OS,https://www.youtube.com/watch?v=BJ13GsC0_os,1,Learning,Gate Smashers
✅ FastAPI Tutorial • Implement GOOGLE SIGNIN LIKE A PRO,https://www.youtube.com/watch?v=5h63AfcVerM,1,Learning,Amo Procedures
Mind Relaxing 😌 Ringtone || Vlogger Vishal || Ringtone,https://www.youtube.com/watch?v=Nn369E2p0JM,3,Music,Vlogger Vishal
suzume no tojimari ringtone#suzume #anime #shortvideo,https://www.youtube.com/watch?v=pb884Mk9n6Q,3,Music,RED GAMING FF 
Machine Learning Foundations: Welcome to the Journey,https://www.youtube.com/watch?v=Qc19jQWHdL0,1,Learning,Jon Krohn
What is Shor's Algorithm #shorts #getquantumfyed #quantum #science,https://www.youtube.com/watch?v=9whc66VaM3U,1,Learning,quantumfy
Awesome Neovim Setup From Scratch - Full Guide,https://www.youtube.com/watch?v=JWReY93Vl6g,1,Learning,NeuralNine
Admirin' You (Official Video) Karan Aujla | Ikky | Making Memories | Latest Punjabi Songs 2023,https://music.youtube.com/watch?v=k85UB5b6pJU,3,Music,Karan Aujla
22 Machine Learning Projects That Will Make You A God At Data Science,https://www.youtube.com/watch?v=QlbyGPVaRSE,1,Learning,Infinite Codes
Apple Event — September 9,https://www.youtube.com/watch?v=H3KnMyojEQU,4,Others,Unknown
Races By Ms. Kretika Goel : Computer Science Engineering | AKTU Digital Education,https://www.youtube.com/watch?v=mf9L_irF-Qs,1,Learning,AKTU Digital Education
Safar,https://music.youtube.com/watch?v=7LfMx9keMU8,3,Music,Juss - Topic
we couldn't complete your request due to temporary error in accessing our backend services #aadhar,https://www.youtube.com/watch?v=t7qiq3N_ED8,1,Learning,Vishal Jey
Charpit's Method https://youtu.be/nfDKTL3T9R8,https://www.youtube.com/watch?v=MAHZx1uwQ6U,1,Learning,Rama Reddy Maths Academy
Top 5 Romantic Anime In Hindi Dub | PART 3 | 👀,https://www.youtube.com/watch?v=7YTmcXXoXq0,2,Entertainment,Faizex Senpai
https://www.youtube.com/watch?v=L7PUwg9Ss5w,https://www.youtube.com/watch?v=L7PUwg9Ss5w,4,Others,Unknown
"Viewed Maine kuch submissions dekhe h n 🤩🤩.
Some of them are next level DSA focused products. 
Aaj ki stream me lagega kaafi time. 

Never miss a demo day😁
8 bje milte h",https://www.youtube.com/post/Ugkx1j6H5cr_svWJf13qiR9cyQ4AESuWK7ZY,1,Learning,Chai aur Code
Lele Aiha Sent Gamkaua Raja Ji - Slowed and Reverb,https://www.youtube.com/watch?v=MN-4XrcnW6A,3,Music,Bhojpuri Lo-fi Music
"Viewed हर हर महादेव❤️❤️❤️Har Har Mahadev




#bhakti #shaktiofhindutva #hindu #mahadev #pankhurichaubey",https://www.youtube.com/post/Ugkx0sG5UVA_tY4M-XVdzXcE49XxrHAIqdYe,2,Entertainment,Pankhuri Chaubey
She Don't Know: Millind Gaba Song | Shabby | New Hindi Song 2019 | Latest Hindi Songs,https://music.youtube.com/watch?v=_P3R63mmakg,3,Music,T-Series
L - 37 | Unit - 3 | Microprogram Sequencing | Computer Organization and Architecture,https://www.youtube.com/watch?v=5MvXi9cQLfQ,1,Learning,AKTU Shiksha
https://www.youtube.com/watch?v=iz7vT54RFpY,https://www.youtube.com/watch?v=iz7vT54RFpY,4,Others,Unknown
Long Distance Relationship Mashup | AB Ambients Chillout,https://www.youtube.com/watch?v=oW_8ZJLFlfQ,3,Music,AB AMBIENTS
Banaras vlog!,https://www.youtube.com/watch?v=T9HVxFnoq-o,2,Entertainment,Ravi Gupta Shorts
Java I Unit-5 I One Shot I Spring Framework and Spring Boot  I Gateway Classes,https://www.youtube.com/watch?v=Zjz6o8YOqoo,1,Learning,GateWay Classes
Bamboo Creations with Umbrila Stick Slingshots #Bamboo #Diy #Slingshots #Bambooart,https://www.youtube.com/watch?v=ADbS-uYcXsU,2,Entertainment,Bamboo Art
A Man Fought With His Brain Exposed in Battlefield 🤯 Surgeon Reacts,https://www.youtube.com/watch?v=qDO9dbWa9aw,2,Entertainment,Dr. Michael Gartner FACS Plastic Surgeon
We Used a DARK WEB Dating Site!,https://www.youtube.com/watch?v=0c-4GWHpUTc,2,Entertainment,LuxuryDark
AI is Scary,https://www.youtube.com/watch?v=rRc5UBgaX1w,1,Learning,Telusko
Python is Changing – Here’s What’s Coming,https://www.youtube.com/watch?v=jv8IbOnaUPM,1,Learning,Tech With Tim
study with me | code with me | HHKB Type-S | 40 min real time | no talking |  DSA Python |2025.01.28,https://www.youtube.com/watch?v=KXFkwWR996Q,1,Learning,mameeewin
Godot in 100 Seconds,https://www.youtube.com/watch?v=QKgTZWbwD1U,1,Learning,Fireship
Mere Mehboob,https://music.youtube.com/watch?v=Z2hoXa--xvw,3,Music,Shilpa Rao - Topic
Python Aktu | Python Programming Aktu One Shot | Unit-1 | semester exam #aktu #python #aktuexam,https://www.youtube.com/watch?v=Mqb7DisNssE,1,Learning,Multi Atoms Plus
Design DFA binary number divisible by 3 and divisible by 4 | GATECS | TOC | Automata Theory,https://www.youtube.com/watch?v=j4c3hSJzkFA,1,Learning,THE GATEHUB
Top 10 Most Trending Ringtones In 2025🔥🔥#shorts #song #ringtone #trending #top,https://www.youtube.com/watch?v=ZyNlnPZvE0w,3,Music,The Reeo
Waalian : Harnoor (Full Song) Gifty | The Kidd | Rubbal GTR | Punjabi Song | JattLife Studios,https://www.youtube.com/watch?v=rCoPr8UwRMc,3,Music,Jatt Life Studios
Mahabharat Flute Ringtone | Mahabharat Bansuri Ringtone | New Flute Ringtone | Basuri Ringtone,https://www.youtube.com/watch?v=a0CHhO4Z8VU,3,Music,tony_khan786
Seducing My Girlfriend For A Day (FOR REAL) 💋💋  |  Korean British Couple,https://www.youtube.com/watch?v=FpgnZrfMSwo,2,Entertainment,Jin and Hattie
Niti Aayog Free Summer Internship: Government Internships for College Student; Apply by 10 April,https://www.youtube.com/watch?v=d8MN_bVnoS4,4,Others,Tricky Man
Translation Lookaside buffer,https://www.youtube.com/watch?v=bP9yCSdMFXs,1,Learning,Hussein Nasser
Tera Chehra,https://music.youtube.com/watch?v=VMmLBjcEXrM,3,Music,Himesh Reshammiya - Topic
#21 Class And Object Theory in Java,https://www.youtube.com/watch?v=Znmz_WxMxp4,1,Learning,Telusko
L-5.25: Least Recently Used  Page Replacement Algorithm | Operating System,https://www.youtube.com/watch?v=dYIoWkCvd6A,1,Learning,Gate Smashers
"If You Get Shot, Stay Calm - Pen Could Save Your Life! 😨 Surgeon Reacts",https://www.youtube.com/watch?v=Lg_eEhtMLUg,2,Entertainment,Dr. Michael Gartner FACS Plastic Surgeon
"Cleaner, Prank 25 kg 🧹 🤫",https://www.youtube.com/watch?v=hQF07u4hgH4,2,Entertainment,Jamshid Jamshid
Aging in Priority Scheduling,https://www.youtube.com/watch?v=ZpG5MAFB2DM,2,Entertainment,FN GURUKUL with NAVAL KISHOR LODHI
DeepSeek’s New AI Just Humiliated GPT-5,https://www.youtube.com/watch?v=Mt84K4bvVdY,4,Others,AI Revolution
Cheater- Chitranshi Ft @KhullarG  | @Harshgujral |Manpreet Kaur|Balam Mere Cheater Ho Gaye,https://www.youtube.com/watch?v=xGYITY0XGl4,3,Music,OSM RECORDS
"Tujhe Bhula Diya (LoFi Mix) Kedrock & SD Style | Mohit Chauhan, Shekhar R, Shruti P | Bhushan Kumar",https://music.youtube.com/watch?v=NM-bDDhJpQ0,3,Music,T-Series
Consistent hashing in under 60s,https://www.youtube.com/watch?v=t1y-iCAWVyk,1,Learning,Hello Interview - SWE Interview Preparation
#farrier #farrierlife #horse #asmr #satisfying #hoof #animals,https://www.youtube.com/watch?v=8xckiIXWxDw,2,Entertainment,Farrier Craft Channel
Top 10 Most Trending Ringtones In 2025,https://www.youtube.com/watch?v=-qYgoF7jn1g,3,Music,QADRISTICS
Dating app scam #funny #whoisaarzoo #bmw #i10 #boyfriend #girlfriends #datingapp #dating #fyp #fun,https://www.youtube.com/watch?v=ehBEIuNkQ1s,2,Entertainment,Aarzoo Gaba
"NEW ML4W Dotfiles for Hyprland 2.9.9.3: New waybar themes, new icons, experimental Walker support",https://www.youtube.com/watch?v=Tg3v0e9FoTc,2,Entertainment,My Linux For Work
Lec-41: Numerical Explanation on SVM | How Support Vector Machine Algorithm Works,https://www.youtube.com/watch?v=BpcDcvARbUQ,1,Learning,Gate Smashers
FCFS SSTF SCAN CSCAN LOOK CLOOK Solved Example in Hindi | Disk Scheduling Sums | OS Lectures,https://www.youtube.com/watch?v=dEt7mr9R_Z8,1,Learning,Last moment tuitions
Kya Baat Ay,https://music.youtube.com/watch?v=kr0fr6RCLDo,3,Music,Harrdy Sandhu - Topic
Lec-6: Three Schema Architecture | Three Level of Abstraction | Database Management System,https://www.youtube.com/watch?v=5fs1ldO6B5c,1,Learning,Gate Smashers
Artificial Intelligence | Unit-2 | BCS-701| One Shot | PYQ Solutions | Aktu Exams | 4th Year,https://www.youtube.com/watch?v=FMX_Yqd9VFM,1,Learning,Multi Atoms
Wakhra Swag,https://music.youtube.com/watch?v=gWVcPzwIg-c,3,Music,Navv Inder - Topic
AZUL,https://music.youtube.com/watch?v=znxqvAEkpMQ,3,Music,Guru Randhawa - Topic
BILLO  J STAR  Full Official Audio  J STAR Productions,https://music.youtube.com/watch?v=vNc7lN-JeWQ,3,Music,J STAR Productions
Landscape for Beginners - Unreal Engine 5 Tutorial,https://www.youtube.com/watch?v=FSsOS6M2u1s,1,Learning,Gorka Games
Live in a Flooded Basement for 7 Days and Win $1 Million#shorts #foryou #challenge,https://www.youtube.com/watch?v=YDBfcBVq6fQ,2,Entertainment,berymovie
Making Fake Blood using detergent and haldi Solution #experiment #shorts #science,https://www.youtube.com/watch?v=GPEVVc1lHkc,2,Entertainment,Stay With Science 
Minimization of DFA (Example 2),https://www.youtube.com/watch?v=ex9sPLq5CRg,1,Learning,Neso Academy
SHKINI,https://music.youtube.com/watch?v=7nGcrT4jPA4,3,Music,Guru Randhawa - Topic
Titli Slowed Reverb from Chennai express (Abhi xpo slowed Reverb),https://www.youtube.com/watch?v=xslNLd6qO2w,3,Music,abhi xpo
AKTU RESULT NEWS UPDATE | AKTU LATEST NEWS TODAY | KYA MONDAY KO AA SAKTA HAI RESULT ??,https://www.youtube.com/watch?v=iHTr2SPNhJ0,4,Others,AKTU REACTS
IBM Thinkpad G41 - Restoring A THICK Pentium 4 Laptop!,https://www.youtube.com/watch?v=GChBJ70AggU,2,Entertainment,Psivewri
"Patola (From ""Blackmail"")",https://music.youtube.com/watch?v=-HEp9tTp2CM,3,Music,Guru Randhawa - Topic
Gabhru,https://music.youtube.com/watch?v=g5dv0nYkNS8,3,Music,Release - Topic
Ehsaas,https://music.youtube.com/watch?v=8gq3S53aH3Y,3,Music,Faheem Abdullah - Topic
Unreal Engine Endless Road Tutorial,https://www.youtube.com/watch?v=pRRbs-y1hO0,1,Learning,Seredias
"Let's build GPT: from scratch, in code, spelled out.",https://www.youtube.com/watch?v=kCc8FmEb1nY,1,Learning,Andrej Karpathy
DRDO + IIT Delhi's Quantum Secure Communication Explained in detail,https://www.youtube.com/watch?v=emILRnQnd64,4,Others,Rajan Chopra
Bro didn't even hesitate #trending #shorts,https://www.youtube.com/watch?v=_UG1aD8283k,2,Entertainment,ClNEVERSE
Tere Hawaale - (Slowed+Reverb) |Arjit Singh and Shilpa Rao song,https://www.youtube.com/watch?v=aq9sdeVY7VY,3,Music,Soothing Lofi8
WiFi Controlled Home Automation using ESP8266 & Blynk App | #altium,https://www.youtube.com/watch?v=pOviJFQWBsI,1,Learning,Ashwin Projects
"Lec-59: How to Create AVL tree | LL, RR, LR, RL Rotation in AVL | Data Structure",https://www.youtube.com/watch?v=vEZ3-bdPdUQ,1,Learning,Gate Smashers
Baby Girl,https://music.youtube.com/watch?v=r480X_yM3zU,3,Music,Guru Randhawa - Topic
Be the hero of your own story #love #life #indimation,https://www.youtube.com/watch?v=EUrzs2Y4aM0,2,Entertainment,Anymootion
"Lucknow University Entrance Result 2025 Out! | BBA, BCom, NEP, BCom Hons | Counseling Starts Today!",https://www.youtube.com/watch?v=1RWhI2GTXzI,4,Others,LU Update
https://www.youtube.com/watch?v=5i0E6Ey7cTE,https://www.youtube.com/watch?v=5i0E6Ey7cTE,4,Others,Unknown
Jaguar | Muzical Doctorz Sukhe Feat Bohemia | Latest Punjabi Songs | Speed Records,https://www.youtube.com/watch?v=i2GC06euEDE,3,Music,Speed Records
9:45 Mashup | StereoR | 9:45 X We rollin | Subh | Prabh singh | Bohemia | Ap Dhillon,https://music.youtube.com/watch?v=M4aP6KraKBQ,3,Music,StereoR
"Full Video: Psycho Saiyaan | Saaho | Prabhas, Shraddha K | Tanishk Bagchi,Dhvani Bhanushali,Sachet T",https://www.youtube.com/watch?v=zfjYUqfx8_Y,3,Music,T-Series
L-2.8: Pre-emptive Priority  Scheduling Algorithm with  Example | Operating System,https://www.youtube.com/watch?v=rsDGfFxSgiY,1,Learning,Gate Smashers
Make Binoculars Using 4 Mirrors Erector,https://www.youtube.com/watch?v=N3UqbayV0ao,2,Entertainment,Omesh Kashiwar
Russian Bandana,https://music.youtube.com/watch?v=-bgbuzLohck,3,Music,Dhanda Nyoliwala - Topic
Tum Kyu Chale Ate Ho (Lofi),https://music.youtube.com/watch?v=K6aIpWOJCmI,3,Music,Vicky Singh - Topic
"IEEE 754 Single Precision 32-bit Floating Point Format: Steps, Format, and Example",https://www.youtube.com/watch?v=XiE19xIWqwc,1,Learning,Engineering Funda
Java Developer Roadmap | हिंदी,https://www.youtube.com/watch?v=ri-vvVr8jEo,1,Learning,Telusko Hindi
"kamariya gole gole dole /slowed and reverb / lofi song/ Neelkamal Singh, Shilpi Raj |",https://www.youtube.com/watch?v=VxM2AqnYFsM,3,Music,VICKY LOFI SONG
Business Organisation Book Bcom 1st semester #newsyllabus #shorts #viral #students #book,https://www.youtube.com/watch?v=LdWtp97xWkk,1,Learning,educationwire44
"You're my perfect sin ❤️Love & Lust | Relaxing Bedroom Vibes, Sexy Playlist - VIBES OF LOVE - ORGVSM",https://www.youtube.com/watch?v=P8hC0jm1gIw,3,Music,VIBES OF LOVE  - ORGVSM
Complete AI Artificial Intelligence in one shot | Semester Exam | Hindi,https://www.youtube.com/watch?v=yiXAmkimZRQ,1,Learning,KnowledgeGATE by Sanchit Sir
Aaj Bhi 2,https://music.youtube.com/watch?v=UPwXWD9EC5U,2,Entertainment,Vishal Mishra - Topic
New Punjabi Song 2022 : Chehra Masoom (Full Video) | Akhil Ft. Manni Sandhu | Latest Punjabi Song,https://www.youtube.com/watch?v=05s6rnFoZzg,3,Music,PB 65
Waves Freshers' Party 2K25 at PSIT Kanpur,https://www.youtube.com/watch?v=d3z0zeJ6mxw,2,Entertainment,PSIT Kanpur
NEVER Do Planks Like This (3 Fixes You Must Make),https://www.youtube.com/watch?v=v25dawSzRTM,2,Entertainment,Jeremy Ethier
GNOME Calendar for Linux Users,https://www.youtube.com/watch?v=co5sS68bs4I,1,Learning,Tommy Thompson
Free Unlimited Custom Domain Email Addresses with Gmail and Cloudflare.,https://www.youtube.com/watch?v=NmXWA08ly_s,1,Learning,CodingEntrepreneurs
Python AsyncIO Explained in 9 Minutes,https://www.youtube.com/watch?v=q_yk3oV14hE,1,Learning,NeuralNine
The Future of 3D Printing Is Faster Than You Think,https://www.youtube.com/watch?v=0udFI9hZlz8,2,Entertainment,Tech Amigos
She Move It Like - Official Video | Badshah | Warina Hussain | ONE Album,https://www.youtube.com/watch?v=Ci0WbaUH3no,3,Music,Sony Music India
Dil Lutiya | Jazzy B | Ft. Apache Indian | Sukshinder | Romeo | Jihne Mera Dil Luteya | Punjabi Hits,https://www.youtube.com/watch?v=TI7RQO2cuh0,3,Music,Tips Punjabi
https://www.youtube.com/watch?v=j1IU5UHdyxE,https://www.youtube.com/watch?v=j1IU5UHdyxE,4,Others,Unknown
Temporary Pyar,https://music.youtube.com/watch?v=Nl4ydD4Bhk4,3,Music,Kaka - Topic
She Proved Them Wrong...🤯😎,https://www.youtube.com/watch?v=LXd9mW22vls,2,Entertainment,Stranger Vibes
https://www.youtube.com/watch?v=z-r2_Hd3QU0,https://www.youtube.com/watch?v=z-r2_Hd3QU0,4,Others,Unknown
10 weird algorithms every developer should know,https://www.youtube.com/watch?v=SmyPTnlqhlk,1,Learning,Fireship
#iitbaba #abhaysingh #iitianbaba #abhay #prayagraj #mahakumbh #kumbhmelaprayagraj #kumbh #kumbhmela,https://www.youtube.com/watch?v=dRnnjVEwpuY,2,Entertainment,Sbchandan
https://music.youtube.com/watch?v=oXQhAApANr0,https://music.youtube.com/watch?v=oXQhAApANr0,4,Others,Unknown
Damage battery plate repair #battery #repair,https://www.youtube.com/watch?v=1pCHMV6_aRk,1,Learning,Hayat Battery repairing
I’m Done. (I-Popstar: Vol. 1),https://music.youtube.com/watch?v=9B14lTzsShc,3,Music,Maan Panu - Topic
Bag mein kya hai?? 🤔😳 #standupcomedy #comedy #funny #hr #shubhampujari #corporate #shorts,https://www.youtube.com/watch?v=0dO0pZky5Ng,2,Entertainment,Shubham Pujari
Mastering Dynamic Programming - How to solve any interview problem (Part 1),https://www.youtube.com/watch?v=Hdr64lKQ3e4,1,Learning,Tech With Nikola
The King Who Turned People Into Statues” 🪞#shorts,https://www.youtube.com/watch?v=dULKjShkSVI,2,Entertainment,Brain Craftt
They Have to Build a Bridge With Wooden Sticks ❤️ #shorts,https://www.youtube.com/watch?v=VFZm-O5WK0Q,2,Entertainment,Rainu
3. Singly Linked List in Python | Chai aur DSA,https://www.youtube.com/watch?v=CIwv6647W_E,1,Learning,Chai aur Code
Saiyaara (Movie: Saiyaara),https://music.youtube.com/watch?v=ge4M2dVBgTw,3,Music,Faheem Abdullah - Topic
Data science for engineers Course philosophy and expectation,https://www.youtube.com/watch?v=MTjOuCbdBCo,1,Learning,NPTEL-NOC IITM
Why A Bed Of Nails Has To Be Perfectly Level 😨,https://www.youtube.com/watch?v=HEjofNYDgs8,2,Entertainment,Zack D. Films
UE5 Game Animation Sample #1 - Melee Attack Combo #1,https://www.youtube.com/watch?v=C9aOAEq-E8c,1,Learning,Last Save Studios
What happens while smoking and vaping causes the inside of your body?#humanbody #anatomy#sciencetok,https://www.youtube.com/watch?v=IIhglFmSLxM,2,Entertainment,Health & care
Chale Aana (Slowed + Reverb) | Armaan Malik | De De Pyaar De | SR Lofi,https://www.youtube.com/watch?v=-Zp-QYqcMZA,3,Music,SR Lofi
aankhon mein faila Kajal #viralsong#viralvideo,https://www.youtube.com/watch?v=4IF44YYIXuk,3,Music,mr_riyaz
Create INSANE Realistic & Interactive Water in 5 minutes in Unreal 5.5,https://www.youtube.com/watch?v=FqkS6Ke0ouE,1,Learning,LearningTheWires
"Building a neural network FROM SCRATCH (no Tensorflow/Pytorch, just numpy & math)",https://www.youtube.com/watch?v=w8yWXqWQYmU,1,Learning,Samson Zhang
L-3.14: Insertion in Heap Tree | Max-Heap & Min-Heap Creation | Time Complexities,https://www.youtube.com/watch?v=KzXpfxRzVQM,1,Learning,Gate Smashers
"Ghungroo (From ""WAR"")",https://music.youtube.com/watch?v=7SHohKbEKog,3,Music,Arijit Singh - Topic
DSD/Digital Electronics I UNIT-1 I ONE SHOT I by Abhilasha Ma'am I Gateway Classes I AKTU,https://www.youtube.com/watch?v=pfurIajUHsM,1,Learning,GateWay Classes
Man is a top Chinese cuisine chef. #action #viralvideo,https://www.youtube.com/watch?v=aBeRw1KwyyE,2,Entertainment,CineSpotlight
2TB RAM PC vs Games,https://www.youtube.com/watch?v=IIrtvKZzHrw,1,Learning,What about the PC?
CFG to PDA conversion | Equivalence of CFG and PDA |Construct PDA |Pushdown Automata | TOC | FLAT,https://www.youtube.com/watch?v=UZIu4QnJBxo,1,Learning,CSE ACADEMY
Hawayi vlog!,https://www.youtube.com/watch?v=cUvQliELw7U,2,Entertainment,Ravi Gupta Shorts
CFG to PDA Conversion || Construction of PDA from CFG || Equivalence of CFG and PDA || TOC || FLAT,https://www.youtube.com/watch?v=fx2gQptXAyk,1,Learning,Sudhakar Atchala
Ye Real girl  ya sirf ek murti (statue ) hai ? || Girl showpiece Art ( 🎥_@andresrosso201 ),https://www.youtube.com/watch?v=6sm1s5q1CWM,2,Entertainment,RSMSA
Next Permutation - Intuition in Detail 🔥 | Brute to Optimal,https://www.youtube.com/watch?v=JDOXKqF60RQ,1,Learning,take U forward
"Viewed OpenAI admits hallucinations are inevitable.

Language models generate text token by token. Each word is a probabilistic guess, not a fact.

But most benchmarks score on correctness instead of confidence. That means models are encouraged to give any possible correct answer to all questions.

Benchmark Question: When is my birthday?
Model: <There are 365 days in a year>
<If I guess something, I have a 1/365 chance of getting it right>
<If I guess nothing, I get a score if ZERO.>
Your birthday is on 1st January.

It's like an entrance exam with no negative score for wrong answers. Any answer is better than no answer.

This encourages hallucinations. The problem is baked into evaluation datasets.

OpenAI is calling for an industry-wide change in benchmarks. 

Future models should be rewarded for admitting uncertainty, instead of random guessing.

Let's see if Google and DeepSeek tag along.

#AI #Hallucinations",https://www.youtube.com/post/UgkxVfkiJJRyBSaoTEbUv1tjGl-CqT3cKhhT,1,Learning,Gaurav Sen
Galaxy AI features in galaxy a35 and a55 #galaxya55 #galaxya35,https://www.youtube.com/watch?v=LTX1KxjoRkM,4,Others,Tech Explorer's World
"Viewed This diagram is why companies reject candidates.

System Design interviews are no longer about theory - they expect you to explain real architectures like this.

If you can’t break down services, databases, caching, CDN, and message flow, you don’t clear the round.

That’s exactly what you learn in our System Design course under the Three 90 Challenge.
Finish 90% in 90 days.
Get 90% of your fee back.

Start the Three 90 Challenge today👉 https://www.geeksforgeeks.org/courses/mastering-system-design-low-level-to-high-level-solutions",https://www.youtube.com/post/UgkxMTFI1QmlqIo2_ZrWty7Zt_3pag1gIzzZ,1,Learning,GeeksforGeeks
TEMPORARY PYAR ||    KAKA  ( SLOWED + REVERB )   ANJALI ARORA........,https://www.youtube.com/watch?v=7G4Owbn4zFc,3,Music,GAURANG LOFI
Aaja Ve Aaja Seene Laja Haye Sajan Mainu Lutt Le Gaya (Official Video) Dhurandhar | New Song 2025,https://www.youtube.com/watch?v=fanYsUbzESs,3,Music,Suhane Geet
Rooh | Tere Bina Jeena Saza Ho Gaya | Official Video Song | Tej Gill | Moviebox Record Label,https://www.youtube.com/watch?v=czMGx5WT0jM,3,Music,Moviebox Record Label
"""That Wasn't A Drink"" ☠️🔥 | Stranger Things | Fragment - slxughter (slowed) #Trending #Shorts",https://www.youtube.com/watch?v=tvMf78LkaOI,2,Entertainment,Rizer-Edits
Your Brain Still Works After Death 😱 Doctor Reacts,https://www.youtube.com/watch?v=am3j9cXnkaM,2,Entertainment,Dr. Michael Gartner FACS Plastic Surgeon
Nature is Amazing,https://www.youtube.com/watch?v=eWTLi3N3vfk,2,Entertainment,Mesosphere
Tu hii Haqeeqat[Slowed And Reverb]-Javed Alii | Tum Mile |Lofi Bollywood|Lost Forever|,https://www.youtube.com/watch?v=YTfdtvNfmtQ,3,Music,Lost Forever 🖤
"Dhun Song | Saiyaara | Ahaan Panday, Aneet Padda | Mithoon | Arijit Singh",https://www.youtube.com/watch?v=cUmUOb7j3dc,3,Music,YRF
Poor Guy💀😭,https://www.youtube.com/watch?v=peA2gSgIKe4,2,Entertainment,Just Mike
Insane - AP Dhillon Song | Slowed And Reverb Lofi Mix,https://music.youtube.com/watch?v=XL_S9GmQm2M,3,Music,Indian Slowed And Reverb
Introduction to LangChain | LangChain for Beginners | Video 1 | CampusX,https://www.youtube.com/watch?v=nlz9j-r0U9U,1,Learning,CampusX
Slingshotting Pest Eggs,https://www.youtube.com/watch?v=n4BF37twFuo,2,Entertainment,Klimt
How To Clean a Laptop Fan Safely#shorts #video #gaming #laptop,https://www.youtube.com/watch?v=Lpi5egInVD4,2,Entertainment,TECH BY ABRAR
Kashmir Main Tu Kanyakumari,https://music.youtube.com/watch?v=CL1d_4jgy-M,3,Music,Sunidhi Chauhan - Topic
How He Removed His Own Appendix 😨 Surgeon Reacts,https://www.youtube.com/watch?v=paA_JflDh-4,2,Entertainment,Dr. Michael Gartner FACS Plastic Surgeon
